timestamp,trace_id,level,thread_name,class_name,message
2024-12-19 15:18:18.440,d91516079d15cb50,INFO,eduler_Worker-4,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:18.443,d91516079d15cb50,WARN,eduler_Worker-4,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:18.448,5b3c4cea819df228,INFO,eduler_Worker-2,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:18.449,5b3c4cea819df228,WARN,eduler_Worker-2,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:18.466,0b77cacd3c51b49f,INFO,eduler_Worker-3,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:18.467,0b77cacd3c51b49f,WARN,eduler_Worker-3,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:18.476,d6e317b2fa27b165,INFO,eduler_Worker-1,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:18.477,d6e317b2fa27b165,WARN,eduler_Worker-1,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:19.290,7a2d35a6b3683b82,INFO,eduler_Worker-6,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:19.291,7a2d35a6b3683b82,WARN,eduler_Worker-6,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:19.300,3fef84eb56097ea8,INFO,eduler_Worker-5,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:19.301,3fef84eb56097ea8,WARN,eduler_Worker-5,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:20.337,102012e360c98ddf,INFO,eduler_Worker-8,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:20.338,102012e360c98ddf,WARN,eduler_Worker-8,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:20.346,a8afcca97c9a8b9e,INFO,eduler_Worker-7,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:20.347,a8afcca97c9a8b9e,WARN,eduler_Worker-7,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:21.298,3fdfe12c45136f3b,INFO,eduler_Worker-9,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:21.299,3fdfe12c45136f3b,WARN,eduler_Worker-9,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:21.305,bf3b41226be9aa18,INFO,duler_Worker-10,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:21.306,bf3b41226be9aa18,WARN,duler_Worker-10,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:22.305,a10fbe36ff62abe2,INFO,eduler_Worker-2,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:22.306,a10fbe36ff62abe2,WARN,eduler_Worker-2,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:22.327,ff7af607385fc434,INFO,eduler_Worker-4,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:22.329,ff7af607385fc434,WARN,eduler_Worker-4,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:23.297,387c0de2f92c6f13,INFO,eduler_Worker-1,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:23.298,387c0de2f92c6f13,WARN,eduler_Worker-1,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:23.310,fa8118828aab1710,INFO,eduler_Worker-3,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:23.311,fa8118828aab1710,WARN,eduler_Worker-3,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:24.311,6f558cce88169133,INFO,eduler_Worker-5,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:24.312,6f558cce88169133,WARN,eduler_Worker-5,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:24.327,c001b729eb66d460,INFO,eduler_Worker-6,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:24.328,c001b729eb66d460,WARN,eduler_Worker-6,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:25.313,1ed06fbb04534c87,INFO,eduler_Worker-7,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testTwoTask】,并发冲突，无法获取锁
2024-12-19 15:18:25.313,1ed06fbb04534c87,WARN,eduler_Worker-7,o.e.annotation.SchedulerTaskLockAspect   : ==========【testTwoTask】,schedulerTaskLock 获取锁失败，跳过任务==================
2024-12-19 15:18:25.327,04eea5a52e51a1ee,INFO,eduler_Worker-8,o.e.s.impl.TSchedulerLockServiceImpl     : ==========【testOneTask】,并发冲突，无法获取锁
2024-12-19 15:18:25.329,04eea5a52e51a1ee,WARN,eduler_Worker-8,o.e.annotation.SchedulerTaskLockAspect   : ==========【testOneTask】,schedulerTaskLock 获取锁失败，跳过任务==================
